,LyrName,Type,Stride,OutT(W),OutT(H),OutT(D),OutT(Size),InT(W),InT(H),InT(D),InT(Size),WgtT(W),WgtT(H),WgtT(D),WgtT(Num),simd_cycles,MAC,WgtT(Size),index,Load Cycles,Store Cycles,conv_cycles,Layer Cycles,tiles,Stage Cycles
0,conv1_1;relu1_1,Convolution;ReLU,1,224,224,64,3211264,224,224,64,3211264,3,3,64,3,200704,86704128,1728,0,401408,401408,150528,401408,1,401408
1,conv1_2;relu1_2+pool1,Convolution;ReLU+Pooling,1,224,224,64,3211264,224,224,64,3211264,3,3,64,64,1003520,1849688064,36864,1,401408,401408,3211264,3211264,7,458752
2,conv2_1;relu2_1,Convolution;ReLU,1,112,112,128,1605632,112,112,128,1605632,3,3,128,64,100352,924844032,73728,3,200704,200704,1605632,1605632,3,535210
3,conv2_2;relu2_2+pool2,Convolution;ReLU+Pooling,1,112,112,128,1605632,112,112,128,1605632,3,3,128,128,501760,1849688064,147456,4,200704,200704,3211264,3211264,7,458752
4,conv3_1;relu3_1,Convolution;ReLU,1,56,56,256,802816,56,56,256,802816,3,3,256,128,50176,924844032,294912,6,100352,100352,1605632,1605632,3,535210
5,conv3_2;relu3_2,Convolution;ReLU,1,56,56,256,802816,56,56,256,802816,3,3,256,256,50176,1849688064,589824,7,100352,100352,3211264,3211264,7,458752
6,conv3_3;relu3_3+pool3,Convolution;ReLU+Pooling,1,56,56,256,802816,56,56,256,802816,3,3,256,256,250880,1849688064,589824,8,100352,100352,3211264,3211264,7,458752
7,conv4_1;relu4_1,Convolution;ReLU,1,28,28,512,401408,28,28,512,401408,3,3,512,256,25088,924844032,1179648,10,50176,50176,1605632,1605632,4,401408
8,conv4_2;relu4_2,Convolution;ReLU,1,28,28,512,401408,28,28,512,401408,3,3,512,512,25088,1849688064,2359296,11,50176,50176,3211264,3211264,7,458752
9,conv4_3;relu4_3+pool4,Convolution;ReLU+Pooling,1,28,28,512,401408,28,28,512,401408,3,3,512,512,125440,1849688064,2359296,12,50176,50176,3211264,3211264,7,458752
10,conv5_1;relu5_1,Convolution;ReLU,1,14,14,512,100352,14,14,512,100352,3,3,512,512,6272,462422016,2359296,14,12544,12544,802816,802816,3,267605
11,conv5_2;relu5_2,Convolution;ReLU,1,14,14,512,100352,14,14,512,100352,3,3,512,512,6272,462422016,2359296,15,12544,12544,802816,802816,3,267605
12,conv5_3;relu5_3+rpn_relu/3x3,Convolution;ReLU+ReLU,1,14,14,512,100352,14,14,512,100352,3,3,512,512,12544,462422016,2359296,16,12544,12544,802816,802816,3,267605
13,rpn_bbox_pred,Convolution,1,14,14,512,100352,14,14,48,9408,1,1,48,512,0,2408448,24576,18,1176,12544,4645,12544,1,12544
14,rpn_cls_score;rpn_cls_prob+roi_pool5,Convolution;Softmax+ROIPooling,1,14,14,512,100352,14,14,24,4704,1,1,24,512,27440,2408448,12288,19,588,12544,4645,27440,1,27440

INPUTS
Filename: csvs/faster_rcnn.csv
Number of Tiles: 64
MAC Bandwidth: 576
Vector Width: 128
NOC Bandwidth: 8

OUTPUTS
Total MACS: 1.535e+10
Mac Cycles: 2.665e+07
Mac Util: 78%
Total Cycles: 2.693e+07
Total Stage Cycles: 4.208e+05
IPS/Chip: 1868.0
